,amazon_index,filename,image_url,title,author,category_id,category
31100,042526999X,042526999X.jpg,http://ecx.images-amazon.com/images/I/51HtfYA7NXL.jpg,Dangerously Broken (A Dangerous Romance),Eden Bradley,22,Romance
31105,312576463,0312576463.jpg,http://ecx.images-amazon.com/images/I/51KTUAYMFeL.jpg,Freedom: A Novel (Oprah's Book Club),Jonathan Franzen,15,Literature & Fiction
31106,452297753,0452297753.jpg,http://ecx.images-amazon.com/images/I/51gkvXYk%2BEL.jpg,Bastard Out of Carolina: A Novel,Dorothy Allison,15,Literature & Fiction
31117,988589001,0988589001.jpg,http://ecx.images-amazon.com/images/I/41eLJBCQclL.jpg,Silhouette of Virtue: A Novel,Jay Richards,17,"Mystery, Thriller & Suspense"
31120,809073641,0809073641.jpg,http://ecx.images-amazon.com/images/I/51slc2VRoML.jpg,"The Night Trilogy: Night, Dawn, Day",Elie Wiesel,15,Literature & Fiction
31123,1501100335,1501100335.jpg,http://ecx.images-amazon.com/images/I/51f%2BIJeCgdL.jpg,Girl Online: On Tour,Zoe Sugg,27,Teen & Young Adult
31128,1620780607,1620780607.jpg,http://ecx.images-amazon.com/images/I/51e1Sf-IgdL.jpg,Killer Dolls,Nisa Santiago,15,Literature & Fiction
31129,1517330750,1517330750.jpg,http://ecx.images-amazon.com/images/I/51KnoYo496L.jpg,The Twilight War (The Steel Ring) (Volume 2),R. A. Jones,24,Science Fiction & Fantasy
31132,307988708,0307988708.jpg,http://ecx.images-amazon.com/images/I/51OXKnutGQL.jpg,How the Zebra Got Its Stripes (Little Golden Book),Justine Fontes,15,Literature & Fiction
31135,092976563X,092976563X.jpg,http://ecx.images-amazon.com/images/I/415Q6KWJX5L.jpg,Flory: Survival in the Valley of Death (illustrated),Flory A. Van Beek,1,Biographies & Memoirs
31136,1587310260,1587310260.jpg,http://ecx.images-amazon.com/images/I/41RWKJ1SAHL.jpg,Aristotle On Poetics,Aristotle,15,Literature & Fiction
31146,316003387,0316003387.jpg,http://ecx.images-amazon.com/images/I/517t3pmZnhL.jpg,Devices and Desires (Engineer Trilogy),K. J. Parker,15,Literature & Fiction
31148,385467869,0385467869.jpg,http://ecx.images-amazon.com/images/I/51uPWCvq43L.jpg,In Search of Satisfaction,J. California Cooper,15,Literature & Fiction
31150,345481305,0345481305.jpg,http://ecx.images-amazon.com/images/I/5189a6HBtdL.jpg,"Black Powder War (Temeraire, Book 3)",Naomi Novik,24,Science Fiction & Fantasy
31154,1591793033,1591793033.jpg,http://ecx.images-amazon.com/images/I/5184G0E5EKL.jpg,Warming the Stone Child: Myths & Stories about Abandonment and the Unmothered Child,Clarissa Pinkola Estés,15,Literature & Fiction
31161,1502541858,1502541858.jpg,http://ecx.images-amazon.com/images/I/5175cb7W65L.jpg,Beautiful Redemption: A Novel (The Maddox Brothers Series) (Volume 2),Jamie McGuire,22,Romance
31169,1476741220,1476741220.jpg,http://ecx.images-amazon.com/images/I/51-XxTx%2B2gL.jpg,The Unidentified Redhead (The Redhead Series),Alice Clayton,22,Romance
31179,803282877,0803282877.jpg,http://ecx.images-amazon.com/images/I/51IkfbmkAzL.jpg,Come on Seabiscuit!,Ralph Moody,27,Teen & Young Adult
31181,312606125,0312606125.jpg,http://ecx.images-amazon.com/images/I/516hvpx9rfL.jpg,True Colors,Kristin Hannah,15,Literature & Fiction
31185,399161473,0399161473.jpg,http://ecx.images-amazon.com/images/I/51q9kUwMQaL.jpg,Hustling Hitler: The Jewish Vaudevillian Who Fooled the Führer,Walter Shapiro,1,Biographies & Memoirs
31188,743477545,0743477545.jpg,http://ecx.images-amazon.com/images/I/51N7qyfwcHL.jpg,A Midsummer Night's Dream (Folger Shakespeare Library),William Shakespeare,15,Literature & Fiction
31195,385753780,0385753780.jpg,http://ecx.images-amazon.com/images/I/51TWR0xwp9L.jpg,The Vigilante Poets of Selwyn Academy,Kate Hattemer,27,Teen & Young Adult
31196,1481440934,1481440934.jpg,http://ecx.images-amazon.com/images/I/51hTA0YxZ0L.jpg,The Red: First Light (The Red Trilogy),Linda Nagata,17,"Mystery, Thriller & Suspense"
31201,3890646530,3890646530.jpg,http://ecx.images-amazon.com/images/I/51HBbhCdkXL.jpg,Target: Wastelands (Shadowrun),Rob Boyle,24,Science Fiction & Fantasy
31210,1890771260,1890771260.jpg,http://ecx.images-amazon.com/images/I/51YZClBR6BL.jpg,Topaz Moon: Chiura Obata's Art of the Internment,Chiura Obata,1,Biographies & Memoirs
31214,62019139,0062019139.jpg,http://ecx.images-amazon.com/images/I/51s1SWer1UL.jpg,The Tarnished Lady (Viking I),Sandra Hill,22,Romance
31237,62381423,0062381423.jpg,http://ecx.images-amazon.com/images/I/514%2BXwC2GlL.jpg,Sweet Temptation (Sweet Evil),Wendy Higgins,27,Teen & Young Adult
31244,078842291X,078842291X.jpg,http://ecx.images-amazon.com/images/I/41TVg8J9CAL.jpg,"A Grassroots History of the American Civil War, Volume IV: The Life and Times of Colonel William Stedman of the 6th Ohio Cavalry",Richard J. Staats,1,Biographies & Memoirs
31252,711235643,0711235643.jpg,http://ecx.images-amazon.com/images/I/51jWA-oMe0L.jpg,"A London Year: 365 Days of City Life in Diaries, Journals and Letters",,15,Literature & Fiction
31253,373447108,0373447108.jpg,http://ecx.images-amazon.com/images/I/51OhHgGrpmL.jpg,Holiday on the Run (SWAT: Top Cops),Laura Scott,22,Romance
31257,1859184693,1859184693.jpg,http://ecx.images-amazon.com/images/I/51HPuNfWevL.jpg,Queer Notions: New Plays and Performances from Ireland,,15,Literature & Fiction
31260,451419308,0451419308.jpg,http://ecx.images-amazon.com/images/I/51N-QI1KmpL.jpg,Moondance Beach: A Bayberry Island Novel,Susan Donovan,22,Romance
31266,1589946952,1589946952.jpg,http://ecx.images-amazon.com/images/I/614mjepQzRL.jpg,The Adventurer's Toolkit,,24,Science Fiction & Fantasy
31268,886779111,0886779111.jpg,http://ecx.images-amazon.com/images/I/512-8QnUqgL.jpg,Defender (Foreigner 5),C. J. Cherryh,24,Science Fiction & Fantasy
31275,1499460473,1499460473.jpg,http://ecx.images-amazon.com/images/I/51UCZm%2BgVWL.jpg,Stalking (Confronting Violence Against Women),Laura La Bella,27,Teen & Young Adult
31279,1613749015,1613749015.jpg,http://ecx.images-amazon.com/images/I/510153cwg8L.jpg,Earthrise: My Adventures as an Apollo 14 Astronaut,Edgar Mitchell,27,Teen & Young Adult
31282,142425818,0142425818.jpg,http://ecx.images-amazon.com/images/I/51WjcC3q0-L.jpg,The Moon and More,Sarah Dessen,27,Teen & Young Adult
31292,1478266325,1478266325.jpg,http://ecx.images-amazon.com/images/I/517qCkjVBjL.jpg,Suchi's Seeds,Corky Roades,27,Teen & Young Adult
31294,1936876906,1936876906.jpg,http://ecx.images-amazon.com/images/I/51L2L3mRNDL.jpg,Shadowrun Firingline,,24,Science Fiction & Fantasy
31295,8488769849,8488769849.jpg,http://ecx.images-amazon.com/images/I/51SfnuFoCkL.jpg,Mujeres al Natural (Spanish Edition),Juan Carlos Ruíz,27,Teen & Young Adult
31298,385538510,0385538510.jpg,http://ecx.images-amazon.com/images/I/51ePH1wsG2L.jpg,The Night Sister: A Novel,Jennifer McMahon,17,"Mystery, Thriller & Suspense"
31300,595089909,0595089909.jpg,http://ecx.images-amazon.com/images/I/41CzOhVwwsL.jpg,The Court-Martial of Daniel Boone,Allan W. Eckert,27,Teen & Young Adult
31306,30358299,0030358299.jpg,http://ecx.images-amazon.com/images/I/51p895rDhDL.jpg,Holt Algebra 2: Student Edition 2007,RINEHART AND WINSTON HOLT,27,Teen & Young Adult
31309,737763205,0737763205.jpg,http://ecx.images-amazon.com/images/I/51G59JWSPqL.jpg,Eco-Architecture (Opposing Viewpoints),Roman Espejo,27,Teen & Young Adult
31311,1400070015,1400070015.jpg,http://ecx.images-amazon.com/images/I/51BfDz0zb7L.jpg,Here Burns My Candle: A Novel,Liz Curtis Higgs,22,Romance
31313,1617732532,1617732532.jpg,http://ecx.images-amazon.com/images/I/51Gy%2BGRcDBL.jpg,Haunt Couture and Ghosts Galore (A Haunted Vintage Mystery),Rose Pressey,17,"Mystery, Thriller & Suspense"
31321,849872273X,849872273X.jpg,http://ecx.images-amazon.com/images/I/51SxKi0llxL.jpg,Matar un ruisenor (Spanish Edition),Harper Lee,27,Teen & Young Adult
31323,805079998,0805079998.jpg,http://ecx.images-amazon.com/images/I/41S0nVWiFVL.jpg,The Year the Gypsies Came,Linzi Glass,27,Teen & Young Adult
31326,1480197459,1480197459.jpg,http://ecx.images-amazon.com/images/I/51XGKs%2Bna2L.jpg,Primitiva lírica hispánica (Volume 1) (Spanish Edition),Varios,15,Literature & Fiction
31333,62200585,0062200585.jpg,http://ecx.images-amazon.com/images/I/5100ObUIcHL.jpg,NOS4A2: A Novel,Joe Hill,17,"Mystery, Thriller & Suspense"
31341,670026654,0670026654.jpg,http://ecx.images-amazon.com/images/I/51Z6zZZxr6L.jpg,The Plantagenets: The Warrior Kings and Queens Who Made England,Dan Jones,1,Biographies & Memoirs
31343,330511858,0330511858.jpg,http://ecx.images-amazon.com/images/I/41R0lz17aoL.jpg,Eric Cantona,Philippe Auclair,1,Biographies & Memoirs
31347,1556592345,1556592345.jpg,http://ecx.images-amazon.com/images/I/51U-Vgv7u8L.jpg,Directed by Desire: The Collected Poems of June Jordan,June Jordan,15,Literature & Fiction
31349,62415468,0062415468.jpg,http://ecx.images-amazon.com/images/I/61XjmLUQF5L.jpg,Color Me Creative: Unlock Your Imagination,Kristina Webb,27,Teen & Young Adult
31355,1451672985,1451672985.jpg,http://ecx.images-amazon.com/images/I/515DjQgrFFL.jpg,The Chance: A Novel,Karen Kingsbury,22,Romance
31357,1426200978,1426200978.jpg,http://ecx.images-amazon.com/images/I/51PoCatJraL.jpg,How I Learned English: 55 Accomplished Latinos Recall Lessons in Language and Life,,1,Biographies & Memoirs
31365,1608702316,1608702316.jpg,http://ecx.images-amazon.com/images/I/61nGw0LtmIL.jpg,Extreme Surfing (Sports on the Edge!),Steve Otfinoski,27,Teen & Young Adult
31369,822504928,0822504928.jpg,http://ecx.images-amazon.com/images/I/41wdOB4PIvL.jpg,"Michael Jordan, Basketball's Soaring Star: Basketball's Soaring Star (Sports Achievers Biographies Series)",Paul J. Deegan,27,Teen & Young Adult
31373,1476783160,1476783160.jpg,http://ecx.images-amazon.com/images/I/51kw4YzH7vL.jpg,Sight Unseen (Star Trek: Titan),James Swallow,24,Science Fiction & Fantasy
31377,786885688,0786885688.jpg,http://ecx.images-amazon.com/images/I/41PG42Z25GL.jpg,Shopgirl: A Novella,Steve Martin,24,Science Fiction & Fantasy
31383,1633931366,1633931366.jpg,http://ecx.images-amazon.com/images/I/51MuBwJueFL.jpg,Guarded,Angela Correll,22,Romance
31394,006206097X,006206097X.jpg,http://ecx.images-amazon.com/images/I/51otxBRKrrL.jpg,Dear Bully: Seventy Authors Tell Their Stories,Megan Kelley Hall,27,Teen & Young Adult
31397,1422227405,1422227405.jpg,http://ecx.images-amazon.com/images/I/51%2BUsG%2B75QL.jpg,Self-Esteem (Junior Martial Arts),Sara James,27,Teen & Young Adult
31402,199794960,0199794960.jpg,http://ecx.images-amazon.com/images/I/51oCE9eSMlL.jpg,The Scientific Sherlock Holmes: Cracking the Case with Science and Forensics,James O'Brien,17,"Mystery, Thriller & Suspense"
31404,1517289343,1517289343.jpg,http://ecx.images-amazon.com/images/I/41XPZnLkHNL.jpg,Quantum Kill (Santiago Mystery) (Volume 4),Ron Wick,17,"Mystery, Thriller & Suspense"
31405,038549565X,038549565X.jpg,http://ecx.images-amazon.com/images/I/51oLTDhVMnL.jpg,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,Hampton Sides,1,Biographies & Memoirs
31406,069255193X,069255193X.jpg,http://ecx.images-amazon.com/images/I/512nRoo%2BDYL.jpg,One Enchanted Night,Angelica Rose,22,Romance
31408,1515387402,1515387402.jpg,http://ecx.images-amazon.com/images/I/51RWqcUxFJL.jpg,The Chef's Mail Order Bride (Wild West Frontier Brides) (Volume 1),Cindy Caldwell,22,Romance
31415,375712402,0375712402.jpg,http://ecx.images-amazon.com/images/I/51WzKfO4hIL.jpg,Monster Verse: Poems Human and Inhuman (Everyman's Library Pocket Poets),,15,Literature & Fiction
31416,1559363037,1559363037.jpg,http://ecx.images-amazon.com/images/I/51ysxTodwCL.jpg,Two Trains Running (August Wilson Century Cycle),August Wilson,15,Literature & Fiction
31420,312153538,0312153538.jpg,http://ecx.images-amazon.com/images/I/51TDGAKX1BL.jpg,Dorothy L. Sayers: Her Life and Soul,Barbara Reynolds,17,"Mystery, Thriller & Suspense"
31422,975964623,0975964623.jpg,http://ecx.images-amazon.com/images/I/51Y4smqkBcL.jpg,Nude Awakening (Wahida Clark Presents),Victor L. Martin,22,Romance
31423,1471801861,1471801861.jpg,http://ecx.images-amazon.com/images/I/517%2B-5bIMKL.jpg,Compute-IT Students Book 2. Computing for KS 3,Mark Dorling,27,Teen & Young Adult
31425,1425932355,1425932355.jpg,http://ecx.images-amazon.com/images/I/41bbX6DCrTL.jpg,"Twisted Mind: A Pedophilia Adopted the Young, Poor, and Innocent for Sexual Pleasures",Morley Wilson,27,Teen & Young Adult
31430,1517044928,1517044928.jpg,http://ecx.images-amazon.com/images/I/51zxAcE-e2L.jpg,Dark Space (Book 6): Armageddon,Jasper T. Scott,24,Science Fiction & Fantasy
31435,674250702,0674250702.jpg,http://ecx.images-amazon.com/images/I/41PRX6R80RL.jpg,Emily Dickinson: Selected Letters,Emily Dickinson,15,Literature & Fiction
31440,1401311016,1401311016.jpg,http://ecx.images-amazon.com/images/I/411Nws28DOL.jpg,The She-Hulk Diaries,Marta Acosta,24,Science Fiction & Fantasy
31442,1508426856,1508426856.jpg,http://ecx.images-amazon.com/images/I/41pnkXz2P1L.jpg,"Kevin Durant: The Inspirational Story of Basketball Superstar Kevin Durant (Kevin Durant Unauthorized Biography, Oklahoma City Thunder, University of Texas, NBA Books)",Bill Redban,1,Biographies & Memoirs
31443,1484756878,1484756878.jpg,http://ecx.images-amazon.com/images/I/61UhcQXtpXL.jpg,Through the Dark (A Darkest Minds Collection) (A Darkest Minds Novel),Alexandra Bracken,27,Teen & Young Adult
31450,802122442,0802122442.jpg,http://ecx.images-amazon.com/images/I/51222AMzreL.jpg,The Train to Warsaw,Gwen Edelman,15,Literature & Fiction
31465,439895987,0439895987.jpg,http://ecx.images-amazon.com/images/I/51OCaX0kjxL.jpg,Beauty Queens,Libba Bray,27,Teen & Young Adult
31468,385318227,0385318227.jpg,http://ecx.images-amazon.com/images/I/51p7mYeq4dL.jpg,Zenzele: A Letter for My Daughter,J. Nozipo Maraire,15,Literature & Fiction
31474,778735230,0778735230.jpg,http://ecx.images-amazon.com/images/I/51DTwnGtCSL.jpg,A Visual Dictionary of the Old West (Crabtree Visual Dictionaries),Bobbie Kalman,27,Teen & Young Adult
31485,1500107727,1500107727.jpg,http://ecx.images-amazon.com/images/I/51w8Zm0UPSL.jpg,Origins of a D-List Supervillain (Volume 2),Jim Bernheimer,24,Science Fiction & Fantasy
31488,78305993,0078305993.jpg,http://ecx.images-amazon.com/images/I/51WhlPOgnQL.jpg,Glencoe Arttalk,Rosalind Ragans,27,Teen & Young Adult
31489,1586174894,1586174894.jpg,http://ecx.images-amazon.com/images/I/51bgEJDdMwL.jpg,In Defense of Sanity: The Best Essays of G.K. Chesterton,G. K. Chesterton,15,Literature & Fiction
31492,1518608345,1518608345.jpg,http://ecx.images-amazon.com/images/I/51PeoNNwR4L.jpg,Girls Of Star Wars: May The Girls Be With You,A R James,24,Science Fiction & Fantasy
31494,764210726,0764210726.jpg,http://ecx.images-amazon.com/images/I/51bNnS3igiL.jpg,The Painter's Daughter,Julie Klassen,22,Romance
31495,158838280X,158838280X.jpg,http://ecx.images-amazon.com/images/I/51ajkORXxNL.jpg,Eugene Bullard: World's First Black Fighter Pilot,Larry Greenly,27,Teen & Young Adult
31501,515150649,0515150649.jpg,http://ecx.images-amazon.com/images/I/51Z42-kcKjL.jpg,"Vision In White (Bride Quartet, Book 1)",Nora Roberts,15,Literature & Fiction
31508,810112000,0810112000.jpg,http://ecx.images-amazon.com/images/I/51777J0V2NL.jpg,Moscow to the End of the Line,Venedikt Erofeev,15,Literature & Fiction
31509,984213333,0984213333.jpg,http://ecx.images-amazon.com/images/I/51L2SOg1txL.jpg,30 Under 30: An Anthology of Innovative Fiction by Younger Writers,Blake Butler,15,Literature & Fiction
31512,076155162X,076155162X.jpg,http://ecx.images-amazon.com/images/I/611FM418H5L.jpg,Yu-Gi-Oh! Official Card Catalog (Prima Official Card Catalog),Stephen Stratton,24,Science Fiction & Fantasy
31513,1505560454,1505560454.jpg,http://ecx.images-amazon.com/images/I/410woYEu4hL.jpg,Train,Danny M. Cohen,27,Teen & Young Adult
31517,762107944,0762107944.jpg,http://ecx.images-amazon.com/images/I/61kR3qxZ2nL.jpg,Off the Beaten Path: A Travel Guide to More Than 1000 Scenic and Interesting Places Still Uncrowded and Inviting,,17,"Mystery, Thriller & Suspense"
31520,451419227,0451419227.jpg,http://ecx.images-amazon.com/images/I/51yUQqztN5L.jpg,Bound to Danger: A Deadly Ops Novel (Deadly Ops Series),Katie Reus,22,Romance
31523,156035219,0156035219.jpg,http://ecx.images-amazon.com/images/I/51JLSRtaC-L.jpg,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,24,Science Fiction & Fantasy
31528,081303440X,081303440X.jpg,http://ecx.images-amazon.com/images/I/51evbCK6TyL.jpg,Once A Dancer . . .: An Autobiography,Allegra Kent,1,Biographies & Memoirs
31534,307277666,0307277666.jpg,http://ecx.images-amazon.com/images/I/51qBqTB3XXL.jpg,The Winter of Frankie Machine (Vintage Crime/Black Lizard),Don Winslow,17,"Mystery, Thriller & Suspense"
31537,307951189,0307951189.jpg,http://ecx.images-amazon.com/images/I/51CG-2xImTL.jpg,Juego de Tronos (Spanish Edition),George R. R. Martin,24,Science Fiction & Fantasy
31540,1508688982,1508688982.jpg,http://ecx.images-amazon.com/images/I/51oQWE255IL.jpg,Chuck's Living Object Tinglers: Volume 1,Dr. Chuck Tingle,22,Romance
31561,307739570,0307739570.jpg,http://ecx.images-amazon.com/images/I/51wS0Wx8T9L.jpg,Love and Treasure,Ayelet Waldman,15,Literature & Fiction
31564,1421539926,1421539926.jpg,http://ecx.images-amazon.com/images/I/51h2EgC6lJL.jpg,"Bleach (3-in-1 Edition), Vol. 1: Includes vols. 1, 2 & 3",Tite Kubo,27,Teen & Young Adult
31569,451524934,0451524934.jpg,http://ecx.images-amazon.com/images/I/31twj9hz1kL.jpg,1984 (Signet Classics),George Orwell,24,Science Fiction & Fantasy
31572,316382825,0316382825.jpg,http://ecx.images-amazon.com/images/I/51lMWsAo7qL.jpg,The Loose Ends List,Carrie Firestone,27,Teen & Young Adult
31576,014005667X,014005667X.jpg,http://ecx.images-amazon.com/images/I/71YW8MFXR2L.gif,A Nervous Splendor: Vienna 1888-1889,Frederic Morton,1,Biographies & Memoirs
31583,1587261774,1587261774.jpg,http://ecx.images-amazon.com/images/I/51N484KQ4JL.jpg,A Game of Golf,Francis Ouimet,1,Biographies & Memoirs
31588,812986776,0812986776.jpg,http://ecx.images-amazon.com/images/I/518rhWKqniL.jpg,Return to Paradise,James A. Michener,15,Literature & Fiction
31610,547154119,0547154119.jpg,http://ecx.images-amazon.com/images/I/515%2BylclFEL.jpg,Tales from the Perilous Realm,J.R.R. Tolkien,24,Science Fiction & Fantasy
31612,764156268,0764156268.jpg,http://ecx.images-amazon.com/images/I/51SV3BCTW0L.jpg,Jewish Americans (Coming to America),Robert Stein,27,Teen & Young Adult
31617,516259067,0516259067.jpg,http://ecx.images-amazon.com/images/I/5136AWXS0WL.jpg,The Chunnel: The Building of a 200-Year-Old Dream (High Interest Books: Architectural Wonders),Jil Fine,27,Teen & Young Adult
31618,855740388,0855740388.jpg,http://ecx.images-amazon.com/images/I/519ptqWloKL.jpg,An Extraordinary Australian: Mary MacKillop : The Authorised Biography,Paul Gardiner,1,Biographies & Memoirs
31627,940450798,0940450798.jpg,http://ecx.images-amazon.com/images/I/41j2yeThscL.jpg,"Frederick Douglass : Autobiographies : Narrative of the Life of Frederick Douglass, an American Slave / My Bondage and My Freedom / Life and Times of Frederick Douglass (Library of America)",Frederick Douglass,1,Biographies & Memoirs
31635,1476703248,1476703248.jpg,http://ecx.images-amazon.com/images/I/51VGkJHPO5L.jpg,The Sound and the Furry: A Chet and Bernie Mystery (The Chet and Bernie Mystery Series),Spencer Quinn,17,"Mystery, Thriller & Suspense"
31637,160589967,0160589967.jpg,http://ecx.images-amazon.com/images/I/41Z0FW4TPNL.jpg,The Senate of the Roman Republic: Addresses on the History of Roman Constitutionalism,Robert C. Byrd,15,Literature & Fiction
31639,1930692668,1930692668.jpg,http://ecx.images-amazon.com/images/I/51MCrYu4uYL.jpg,Beckett Unofficial Pokemon Price Guide #3 (Beckett Unofficial Guide to Pokemon),James Beckett,24,Science Fiction & Fantasy
31640,834805677,0834805677.jpg,http://ecx.images-amazon.com/images/I/51F531YFHRL.jpg,Miyamoto Musashi: His Life and Writings,Kenji Tokitsu,1,Biographies & Memoirs
31644,1568823053,1568823053.jpg,http://ecx.images-amazon.com/images/I/61UfEsWpZAL.jpg,Cthulhu Invictus: A Sourcebook for Ancient Rome (Call of Cthulhu roleplaying),Chad Bowser,24,Science Fiction & Fantasy
31645,806131365,0806131365.jpg,http://ecx.images-amazon.com/images/I/51n36OK27iL.jpg,Tragedy and Civilization: An Interpretation of Sophocles,Charles Segal,15,Literature & Fiction
31658,61148520,0061148520.jpg,http://ecx.images-amazon.com/images/I/41wW6tCBu4L.jpg,The Unbearable Lightness of Being: A Novel,Milan Kundera,15,Literature & Fiction
31669,B00QVJI3C6,B00QVJI3C6.jpg,http://ecx.images-amazon.com/images/I/51fGmci8wmL.jpg,"The Synchronicity War, Part 1",Dietmar Wehr,17,"Mystery, Thriller & Suspense"
31677,1599350424,1599350424.jpg,http://ecx.images-amazon.com/images/I/51C0HwF0WJL.jpg,Double Stars: The Story of Caroline Herschel (Profiles in Science),Padma Venkatraman,27,Teen & Young Adult
31678,1400315166,1400315166.jpg,http://ecx.images-amazon.com/images/I/51wHXjrTYNL.jpg,"Guys Are Waffles, Girls Are Spaghetti",Chad Eastham,27,Teen & Young Adult
31679,393978621,0393978621.jpg,http://ecx.images-amazon.com/images/I/512-zoayHzL.jpg,Moll Flanders (Norton Critical Editions),Daniel Defoe,15,Literature & Fiction
31684,553263285,0553263285.jpg,http://ecx.images-amazon.com/images/I/51ZAHrhdcfL.jpg,"A Darkness at Sethanon (The Riftwar Saga, Vol. 4)",Raymond Feist,24,Science Fiction & Fantasy
31686,1419971662,1419971662.jpg,http://ecx.images-amazon.com/images/I/41ZnbKbVXkL.jpg,Dylan's Witch (supernatural bonds) (Volume 10),Jory Strong,22,Romance
31693,1504618629,1504618629.jpg,http://ecx.images-amazon.com/images/I/51Cnp0nJ8pL.jpg,Heist: The Oddball Crew behind the $17 Million Loomis Fargo Theft,Jeff Diamant,1,Biographies & Memoirs
31695,1942606060,1942606060.jpg,http://ecx.images-amazon.com/images/I/51ZdVfx9aIL.jpg,Christmas Dreams,Cynthia Breeding,22,Romance
31696,030738991X,030738991X.jpg,http://ecx.images-amazon.com/images/I/41QwIi-dJoL.jpg,The Fractalist: Memoir of a Scientific Maverick,Benoit Mandelbrot,1,Biographies & Memoirs
31699,804170665,0804170665.jpg,http://ecx.images-amazon.com/images/I/518qOLqFm9L.jpg,Tigerman,Nick Harkaway,24,Science Fiction & Fantasy
31704,393324141,0393324141.jpg,http://ecx.images-amazon.com/images/I/51RbtDonN8L.jpg,The Sisters: The Saga of the Mitford Family,Mary S. Lovell,1,Biographies & Memoirs
31706,1592701299,1592701299.jpg,http://ecx.images-amazon.com/images/I/51njjO6zwdL.jpg,Advice to Little Girls,Mark Twain,15,Literature & Fiction
31707,425199606,0425199606.jpg,http://ecx.images-amazon.com/images/I/41Jnodtx0ZL.jpg,Hidden Prey,John Sandford,17,"Mystery, Thriller & Suspense"
31723,1451621035,1451621035.jpg,http://ecx.images-amazon.com/images/I/51Oyk4abEdL.jpg,The Sea Hunters,Clive Cussler,15,Literature & Fiction
31725,62384287,0062384287.jpg,http://ecx.images-amazon.com/images/I/51udyOG4xvL.jpg,The Quiet Man: The Indispensable Presidency of George H.W. Bush,John H. Sununu,1,Biographies & Memoirs
31728,199540217,0199540217.jpg,http://ecx.images-amazon.com/images/I/51REPfzMTXL.jpg,Life of Johnson (Oxford World's Classics),James Boswell,15,Literature & Fiction
31731,61256781,0061256781.jpg,http://ecx.images-amazon.com/images/I/51f--frGaLL.jpg,The Red Leather Diary: Reclaiming a Life Through the Pages of a Lost Journal (P.S.),Lily Koppel,1,Biographies & Memoirs
31735,446676977,0446676977.jpg,http://ecx.images-amazon.com/images/I/51ZwSFC2vpL.jpg,Wild Seed,Octavia E. Butler,24,Science Fiction & Fantasy
31736,1869893514,1869893514.jpg,http://ecx.images-amazon.com/images/I/51fQorZY1aL.jpg,Realm of Chaos Slaves to Darkness (Warhammer Fantasy Battle),Jervis Johnson,24,Science Fiction & Fantasy
31739,199239231,0199239231.jpg,http://ecx.images-amazon.com/images/I/412i5zK5POL.jpg,"Phantasmagoria: Spirit Visions, Metaphors, and Media into the Twenty-first Century",Marina Warner,24,Science Fiction & Fantasy
31740,764227726,0764227726.jpg,http://ecx.images-amazon.com/images/I/41D%2BSPvBJzL.jpg,The Hope Within (Heirs of Montana #4),Tracie Peterson,22,Romance
31747,399254498,0399254498.jpg,http://ecx.images-amazon.com/images/I/51V%2BI6X1vOL.jpg,"Ask Elizabeth: Real Answers to Everything You Secretly Wanted to Ask AboutLove, Friends, YourBo dy... and Life in General",Elizabeth Berkley,27,Teen & Young Adult
31756,1595144404,1595144404.jpg,http://ecx.images-amazon.com/images/I/51N97Tw7UaL.jpg,"Last Sacrifice (Vampire Academy, Book 6)",Richelle Mead,27,Teen & Young Adult
31758,751539112,0751539112.jpg,http://ecx.images-amazon.com/images/I/51DMTbK9R7L.jpg,Manchester United: The Biography: The Complete Story of the World's Greatest Football Club,Jim White,1,Biographies & Memoirs
31759,553386166,0553386166.jpg,http://ecx.images-amazon.com/images/I/51UNgS--4QL.jpg,Lions of Kandahar: The Story of a Fight Against All Odds,Rusty Bradley,1,Biographies & Memoirs
31764,811830802,0811830802.jpg,http://ecx.images-amazon.com/images/I/414F5RYT5RL.jpg,Mensa Brain Bafflers for Kids,,27,Teen & Young Adult
31765,1477550178,1477550178.jpg,http://ecx.images-amazon.com/images/I/51LwYux5NWL.jpg,Forgotten (Forsaken) (Volume 3),Vanessa Miller,15,Literature & Fiction
31769,B014PNOI4Q,B014PNOI4Q.jpg,http://ecx.images-amazon.com/images/I/512U2kcilZL.jpg,The Offer,Karina Halle,22,Romance
31770,1629720933,1629720933.jpg,http://ecx.images-amazon.com/images/I/51QLIYxVzwL.jpg,Home and Away: A World War II Christmas Story,Dean Hughes,15,Literature & Fiction
31774,1624035477,1624035477.jpg,http://ecx.images-amazon.com/images/I/51uGRmRLWcL.jpg,Blake Shelton: Country Singer & TV Personality (Contemporary Lives Set 4),Marcia Amidon Lusted,27,Teen & Young Adult
31781,014015065X,014015065X.jpg,http://ecx.images-amazon.com/images/I/513%2B0r74AtL.jpg,"The Portable Greek Historians: The Essence of Herodotus, Thucydides, Xenophon, Polybius (Viking Portable Library)",,15,Literature & Fiction
31785,1573449008,1573449008.jpg,http://ecx.images-amazon.com/images/I/41V9TACYroL.jpg,Sudden Sex: 69 Sultry Short Stories,,22,Romance
