,amazon_index,filename,title,author,category_id,category,meta
3515,1556342071,1556342071.jpg,GURPS Magic Items 2 (GURPS: Generic Universal Role Playing System) (No. 2),Drew Bittner,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556342073', 'Title': 'GURPS Magic Items 2 - More Sorcerous Shops And Mysterious Magics', 'Authors': ['Drew Bittner'], 'Publisher': 'Steve Jackson Games', 'Year': '1992', 'Language': 'en'}"
3516,1556347421,1556347421.jpg,"Gurps Powers, Fourth Edition",Sean Punch,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556347429', 'Title': 'Gurps Powers', 'Authors': ['Sean Punch', 'Phil Masters'], 'Publisher': 'Steve Jackson Games', 'Year': '2005', 'Language': 'en'}"
3517,1556344538,1556344538.jpg,GURPS Horror,Kenneth Hite,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556348037', 'Title': 'Gurps Horror 4/E', 'Authors': ['Kenneth Hite'], 'Publisher': 'GURPS: Generic Universal Role', 'Year': '2011', 'Language': 'en'}"
3518,1556344368,1556344368.jpg,"Rim of Fire: The Solomani Rim Sourcebook, GURPS Traveller",Jon Zeigler,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556344367', 'Title': 'Gurps Traveller Rim Of Fire - The Solomani Rim Sourcebook', 'Authors': ['Jon F. Zeigler'], 'Publisher': 'Steve Jackson Games', 'Year': '2000', 'Language': 'en'}"
3519,1556342667,1556342667.jpg,GURPS Arabian Nights (GURPS: Generic Universal Role Playing System),Phil Masters,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556342660', 'Title': 'Gurps Arabian Nights - Magic And Mystery In The Land Of The Djinn', 'Authors': ['Phil Masters'], 'Publisher': 'Steve Jackson Games', 'Year': '1998', 'Language': 'en'}"
3520,1556342705,1556342705.jpg,GURPS Wizards *OSI (GURPS: Generic Universal Role Playing System),Sean Punch,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556342707', 'Title': 'Gurps Wizards', 'Authors': ['Sean Punch', 'Alex Koponen'], 'Publisher': 'Steve Jackson Games', 'Year': '1998', 'Language': 'en'}"
3521,1556342438,1556342438.jpg,"Gurps Grimoire: Tech Magic, Gate Magic and Hundreds of Spells for all Colleges",Daniel U. Thibault,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556342431', 'Title': 'GURPS Grimoire - Tech Magic, Gate Magic And Hundreds Of New Spells For All Colleges', 'Authors': ['Daniel U. Thibault', 'S. John Ross'], 'Publisher': 'Steve Jackson Games', 'Year': '1998', 'Language': 'en'}"
3522,155634161X,155634161X.jpg,GURPS The Prisoner Roleplaying In The Village,David Ladyman,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556341618', 'Title': 'GURPS - The Prisoner', 'Authors': ['David Ladyman'], 'Publisher': '', 'Year': '1989', 'Language': 'en'}"
3523,1556344589,1556344589.jpg,GURPS Cops,Lisa Steele,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556348341', 'Title': 'Gurps Cops', 'Authors': ['Lisa J. Steele'], 'Publisher': 'Steve Jackson Games', 'Year': '2018', 'Language': 'en'}"
3524,1556345151,1556345151.jpg,Traveller Deck Plan 5: Sulieman-Class Scout / Courier (Gurps),Steve Jackson Games,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556345159', 'Title': 'Traveller Deck Plan 5 - Suliemanclass Scout/Courier', 'Authors': ['Steve Jackson Games'], 'Publisher': 'Steve Jackson Games', 'Year': '2001', 'Language': 'en'}"
3525,1556341776,1556341776.jpg,Gurp's Fantasy: The Magical World of Yrth,Kirk Tate,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556341779', 'Title': ""Gurp's Fantasy - The Magical World Of Yrth"", 'Authors': ['Kirk Tate', 'Steve Jackson', 'Janet Naylor'], 'Publisher': 'Steve Jackson Games', 'Year': '1991', 'Language': 'en'}"
3526,1556344147,1556344147.jpg,GURPS Villains (GURPS: Generic Universal Role Playing System),,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556344145', 'Title': 'Gurps Villains', 'Authors': ['James Lowder'], 'Publisher': 'Steve Jackson Games', 'Year': '2000', 'Language': 'en'}"
3527,1556343590,1556343590.jpg,Gurps Technomancer,David L. Pulver,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556348327', 'Title': 'Gurps Technomancer', 'Authors': ['David L. Pulver'], 'Publisher': 'Steve Jackson Games', 'Year': '2018', 'Language': 'en'}"
3528,1556343159,1556343159.jpg,GURPS Ultra-Tech: A Sourcebook of Weapons & Equipment for Future Ages,David L. Pulver,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556343155', 'Title': 'Gurps Ultra-Tech - A Sourcebook Of Weapons And Equipment For Future Ages', 'Authors': ['David L. Pulver'], 'Publisher': 'Steve Jackson Games', 'Year': '1996', 'Language': 'en'}"
3529,1556343493,1556343493.jpg,Gurps Traveller,Steve Jackson Games,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556343490', 'Title': 'Gurps Traveller', 'Authors': ['Steve Jackson Games', 'Loren K. Wiseman'], 'Publisher': 'Steve Jackson Games', 'Year': '1998', 'Language': 'en'}"
3530,155634516X,155634516X.jpg,GURPS Spirits,Stephen Kenson,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556345166', 'Title': 'Gurps Spirits', 'Authors': ['Steve Jackson Games', 'Stephen Kenson'], 'Publisher': 'Steve Jackson Games', 'Year': '2001', 'Language': 'en'}"
3531,1556341156,1556341156.jpg,GURPS Time Travel (GURPS: Generic Universal Role Playing System),Steve Jackson,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556341151', 'Title': 'Gurps Time Travel - Adventures Across Time And Dimension', 'Authors': ['Steve Jackson', 'John M. Ford'], 'Publisher': 'Steve Jackson Games', 'Year': '1991', 'Language': 'en'}"
3532,1556342764,1556342764.jpg,GURPS Werewolf The Apocalypse (GURPS: Generic Universal Role Playing System),Robert Schroeck,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556342769', 'Title': 'Gurps Werewolf - The Apocalypse', 'Authors': ['Robert M. Schroeck'], 'Publisher': 'Steve Jackson Games', 'Year': '1993', 'Language': 'en'}"
3533,1556345097,1556345097.jpg,Traveller Deck Plan 4:  Assault Cutter (Gurps),Steve Jackson Games,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556345098', 'Title': 'Traveller Deck Plan 4 - Assault Cutter', 'Authors': ['Steve Jackson Games'], 'Publisher': 'Steve Jackson Games', 'Year': '2001', 'Language': 'en'}"
3534,155634547X,155634547X.jpg,GURPS Screampunk *OSI (Steve Jackson Games),Jo Ramsay,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556345470', 'Title': 'Gurps Screampunk', 'Authors': ['Jo Ramsay', 'Steve Jackson Games'], 'Publisher': 'Steve Jackson Games', 'Year': '2002', 'Language': 'en'}"
3535,B004W3NND2,B004W3NND2.jpg,Pale Fire Publisher: Vintage,Vladimir Nabokov,24,Science Fiction & Fantasy,"{'ISBN-13': '9780679723424', 'Title': 'Pale Fire - A Novel', 'Authors': ['Vladimir Vladimirovich Nabokov'], 'Publisher': 'Vintage', 'Year': '1989', 'Language': 'en'}"
3536,1556341954,1556341954.jpg,GURPS Celtic Myth (GURPS: Generic Universal Role Playing System),Ken Walton,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556341953', 'Title': 'Gurps Celitc Myth', 'Authors': ['Ken Walton', 'Jo Walton'], 'Publisher': 'Steve Jackson Games', 'Year': '2000', 'Language': 'en'}"
3537,1556345348,1556345348.jpg,GURPS Mars,James Cambias,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556345340', 'Title': 'Gurps Mars', 'Authors': ['James L. Cambias', 'Steve Jackson Games'], 'Publisher': 'Steve Jackson Games', 'Year': '2002', 'Language': 'en'}"
3538,1556344600,1556344600.jpg,Deck Plan 1: Beowulf-class Free Trader (GURPS Traveller),Steve Jackson Games,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556344602', 'Title': 'Traveller Deck Plan 1 - Beowulfclass Free Trader', 'Authors': ['Steve Jackson Games'], 'Publisher': 'Steve Jackson Games', 'Year': '2002', 'Language': 'en'}"
3539,1556343337,1556343337.jpg,GURPS Black Ops (GURPS: Generic Universal Role Playing System),Jeff Koke,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556343339', 'Title': 'GURPS Black Ops - Find The Truth--And Kill It', 'Authors': ['Jeff Koke', 'S. John Ross'], 'Publisher': 'Steve Jackson Games', 'Year': '1997', 'Language': 'en'}"
3540,155634239X,155634239X.jpg,GURPS Mecha (GURPS: Generic Universal Role Playing System),David Pulver,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556342394', 'Title': 'Gurps Mecha - Mighty Battlesuits And Anime Fighting Machines', 'Authors': ['David Pulver'], 'Publisher': 'Steve Jackson Games', 'Year': '1997', 'Language': 'en'}"
3541,1556343000,1556343000.jpg,GURPS Voodoo: The Shadow War,C. J. Carella,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556343001', 'Title': 'GURPS Voodoo - The Shadow War', 'Authors': ['C. J. Carella'], 'Publisher': 'Steve Jackson Games', 'Year': '1995', 'Language': 'en'}"
3542,1556341962,1556341962.jpg,GURPS Psionics reprint,David Pulver,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556341960', 'Title': 'GURPS Psionics - Fantastic Powers Of Mind Over Matter', 'Authors': ['David L. Pulver'], 'Publisher': 'Steve Jackson Games', 'Year': '1991', 'Language': 'en'}"
3543,1556343884,1556343884.jpg,"GURPS Japan: Beauty, Terror, and Adventure, 3rd Edition (GURPS: Generic Universal Role Playing System)",Lee Gold,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556343889', 'Title': 'GURPS Japan - Beauty, Terror, And Adventure', 'Authors': ['Lee Gold', 'Hunter Johnson'], 'Publisher': 'Steve Jackson Games', 'Year': '1999', 'Language': 'en'}"
3544,1556345291,1556345291.jpg,GURPS Traveller: Deck Plan 6 System Defense Boat,Steve Jackson Games,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556345296', 'Title': 'Traveller Deck Plan 6 Dragonclass System Defense Boat', 'Authors': ['Steve Jackson Games'], 'Publisher': 'Steve Jackson Games', 'Year': '2002', 'Language': 'en'}"
3545,1556344392,1556344392.jpg,GURPS Old West *OP (GURPS: Generic Universal Role Playing System),Ann Dupuis,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556344398', 'Title': 'GURPS Old West - Adventure On The American Frontier', 'Authors': ['Ann Dupuis', 'Lynda Manning-Schwartz', 'Liz Tornabene', 'Robert E. Smith'], 'Publisher': 'Steve Jackson Games', 'Year': '2000', 'Language': 'en'}"
3546,1556341903,1556341903.jpg,GURPS Magic Items 1,Chris McCubbin,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556341908', 'Title': 'GURPS Magic Items 1 - Sorcerous Shops Stocked With A Multitude Of Mighty Magics', 'Authors': ['Chris W. McCubbin'], 'Publisher': 'Steve Jackson Games', 'Year': '1999', 'Language': 'en'}"
3547,1556340966,1556340966.jpg,GURPS Greece,Jon Zeigler,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556340963', 'Title': 'GURPS Greece - The Age Of Gods And Heroes', 'Authors': ['Jon F. Zeigler'], 'Publisher': 'Steve Jackson Games', 'Year': '1995', 'Language': 'en'}"
3548,1556344554,1556344554.jpg,GURPS Deadlands Weird West,Andrew Hackard,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556344558', 'Title': 'Gurps Deadlands Weird West', 'Authors': ['Steve Jackson Games', 'Andrew Hackard'], 'Publisher': 'Steve Jackson Games', 'Year': '2001', 'Language': 'en'}"
3549,1556343361,1556343361.jpg,GURPS Bio-Tech *OP (GURPS: Generic Universal Role Playing System),David L. Pulver,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556343360', 'Title': 'GURPS Bio-Tech - The Next Step In Human Evolution', 'Authors': ['David Pulver'], 'Publisher': 'Steve Jackson Games', 'Year': '1997', 'Language': 'en'}"
3550,1556344783,1556344783.jpg,GURPS Atlantis,Phil Masters,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556344787', 'Title': 'Gurps Atlantis', 'Authors': ['Steve Jackson Games'], 'Publisher': 'Steve Jackson Games', 'Year': '2002', 'Language': 'en'}"
3551,1556340249,1556340249.jpg,GURPS Character Builder,Steve Jackson Games,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556340246', 'Title': 'Gurps Character Builder', 'Authors': ['Steve Jackson Games'], 'Publisher': 'Steve Jackson Games', 'Year': '2002', 'Language': 'en'}"
3552,1556342861,1556342861.jpg,GURPS Magic 2nd ed *OP (GURPS: Generic Universal Role Playing System),Steve Jackson,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556342868', 'Title': 'GURPS Magic - A Tome Of Mystic Secrets For Fantasy Roleplaying', 'Authors': ['Steve Jackson'], 'Publisher': 'Steve Jackson Games', 'Year': '1994', 'Language': 'en'}"
3553,1556345887,1556345887.jpg,GURPS Blue Planet,William Stoddard,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556345883', 'Title': 'Gurps Blue Planet', 'Authors': ['Jon Zeigler'], 'Publisher': 'Steve Jackson Games', 'Year': '2003', 'Language': 'en'}"
3554,1556345275,1556345275.jpg,GURPS Lensman,Sean Barrett,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556345272', 'Title': 'Gurps Lensman', 'Authors': ['Steve Jackson Games', 'Sean Barrett'], 'Publisher': 'Steve Jackson Games', 'Year': '2001', 'Language': 'en'}"
3555,155634337X,155634337X.jpg,GURPS Ultra-Tech 2 *OP (GURPS: Generic Universal Role Playing System) (No. 2),David L. Pulver,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556343377', 'Title': 'Gurps Ultra-Tech 2 - Hard-Core, Hard-Wired Hardware', 'Authors': ['David L. Pulver'], 'Publisher': 'Steve Jackson Games', 'Year': '1997', 'Language': 'en'}"
3556,1556347758,1556347758.jpg,GURPS Spaceships (4ed) *OP,David L. Pulver,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556347757', 'Title': 'Gurps: Spaceships', 'Authors': ['Steve Jackson Games', 'David L Pulver', 'Jake Steinmann'], 'Publisher': 'Steve Jackson Games', 'Year': '2008', 'Language': 'en'}"
3557,1556345216,1556345216.jpg,GURPS Traveller: Humaniti,,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556345210', 'Title': 'Gurps Traveller Humaniti', 'Authors': ['Steve Jackson Games'], 'Publisher': 'Steve Jackson Games', 'Year': '2002', 'Language': 'en'}"
3558,1556343949,1556343949.jpg,GURPS Swashbucklers,Steffan O'Sullivan,24,Science Fiction & Fantasy,"{'ISBN-13': '9781556348532', 'Title': 'Gurps Swashbucklers', 'Authors': [""Steffan O'Sullivan""], 'Publisher': 'Steve Jackson Games Incorporated', 'Year': '2018', 'Language': 'en'}"
3559,1601257457,1601257457.jpg,Pathfinder Adventure Card Game: Wrath of the Righteous Base Set,Mike Selinker,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257451', 'Title': 'Wrath Of The Righteous Base Set', 'Authors': [''], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
3560,1601256868,1601256868.jpg,Pathfinder Roleplaying Game: Monster Codex,Jason Bulmahn,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601256867', 'Title': 'Monster Codex', 'Authors': ['Jason Bulmahn'], 'Publisher': 'Paizo Pub Llc', 'Year': '2014', 'Language': 'en'}"
3561,1601257821,1601257821.jpg,Pathfinder Flip-Mat: Bigger Basic,Jason A. Engle,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257826', 'Title': 'Pathfinder Flip-Mat - Bigger Basic', 'Authors': ['Jason A Engle'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3562,1601254989,1601254989.jpg,Pathfinder Roleplaying Game: Ultimate Campaign,Jesse Benner,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601254986', 'Title': 'Pathfinder Roleplaying Game - Ultimate Campaign', 'Authors': ['Paizo Publishing', 'Jason Bulmahn'], 'Publisher': 'Paizo Pub Llc', 'Year': '2013', 'Language': 'en'}"
3563,1601255977,1601255977.jpg,Pathfinder Campaign Setting: Inner Sea Gods,Sean K. Reynolds,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601255976', 'Title': 'Inner Sea Gods', 'Authors': ['Sean K. Reynolds'], 'Publisher': 'Paizo Pub Llc', 'Year': '2014', 'Language': 'en'}"
3564,1601256558,1601256558.jpg,Pathfinder Module: The Emerald Spire Superdungeon,Keith Baker,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601256553', 'Title': 'Pathfinder Module - The Emerald Spire Superdungeon', 'Authors': ['Keith Baker', 'Richard Baker', 'Wolfgang Baur', 'Jason Bulmahn', 'Ed Greenwood', 'Tim Hitchcock', 'James Jacobs', 'Nicolas Logue', 'Frank Mentzer', 'Erik Mona', 'Lisa Stephens', 'Chris Pramas', 'Sean K. Reynolds', 'F. Wesley Schneider', 'Michael A. Stackpole', 'James L. Sutter'], 'Publisher': 'Paizo Pub Llc', 'Year': '2014', 'Language': 'en'}"
3565,1601255497,1601255497.jpg,Pathfinder Roleplaying Game: Mythic Adventures,Dennis Baker,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601255495', 'Title': 'Pathfinder Roleplaying Game - Mythic Adventures', 'Authors': ['Jason Bulmahn'], 'Publisher': 'Paizo Pub Llc', 'Year': '2013', 'Language': 'en'}"
3566,1601257848,1601257848.jpg,Pathfinder Adventure Path: Hell's Rebels Part 2 - Turn of the Torrent,Mike Shel,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257840', 'Title': 'Turn Of The Torrent', 'Authors': ['Mike Shel', 'Todd Stewart'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
3567,1601256051,1601256051.jpg,Pathfinder Player Companion: Alchemy Manual,Paizo Publishing,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601256058', 'Title': 'Alchemy Manual', 'Authors': ['Paizo Publishing'], 'Publisher': 'Paizo Pub Llc', 'Year': '2014', 'Language': 'en'}"
3568,1601257732,1601257732.jpg,Pathfinder Flip-Mat Classics: Woodlands,Stephen Radney-Macfarland,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257734', 'Title': 'Pathfinder Flip-Mat Classics - Woodlands', 'Authors': ['Stephen Radney-Macfarland', 'Corey Macourek'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3569,1601257775,1601257775.jpg,Pathfinder Flip-Mat Classics: City Streets,Corey Macourek,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257772', 'Title': 'Pathfinder Flip-Mat Classics - City Streets', 'Authors': ['Corey Macourek', 'Stephen Radney-MacFarland'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3570,1601257759,1601257759.jpg,Pathfinder Flip-Mat Classics: Forest,Stephen Radney-Macfarland,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257758', 'Title': 'Pathfinder Flip-Mat Classics - Forest', 'Authors': [''], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
3571,1601256531,1601256531.jpg,"Pathfinder Campaign Setting: Numeria, Land of Fallen Stars",Paizo Publishing,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601256539', 'Title': 'Pathfinder Campaign Setting: Numeria, Land Of Fallen Stars', 'Authors': ['Paizo Publishing'], 'Publisher': 'Paizo Pub Llc', 'Year': '2014', 'Language': 'en'}"
3572,1601257465,1601257465.jpg,Pathfinder Adventure Card Game: Wrath of the Righteous Character Add-On Deck,Mike Selinker,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257468', 'Title': 'Pathfinder Adventure Card Game: Wrath Of The Righteous Character Add-On Deck', 'Authors': ['Mike Selinker', 'Lone Shark Games'], 'Publisher': 'Paizo Publishing', 'Year': '2015', 'Language': 'en'}"
3573,1601255470,1601255470.jpg,Pathfinder Combat Pad,,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601255471', 'Title': 'Pathfinder Combat Pad', 'Authors': ['Paizo Publishing'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3574,1601257899,1601257899.jpg,Pathfinder Player Companion: Black Markets (Pathfinder Roleplaying Game),,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257895', 'Title': 'Pathfinder Player Companion - Black Markets', 'Authors': ['Paizo Staff'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3575,1601257503,1601257503.jpg,Pathfinder ACG: Wrath of the Righteous Adventure Deck 5 - Herald of the Ivory Labyrinth,Mike Selinker,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257505', 'Title': 'Pathfinder Acg: Wrath Of The Righteous Adventure Deck 5 - Herald Of The Ivory Labyrinth', 'Authors': ['Mike Selinker'], 'Publisher': 'Paizo Publishing', 'Year': '2015', 'Language': 'en'}"
3576,1601257341,1601257341.jpg,Pathfinder Player Companion: Cohorts & Companions,Paizo Publishing,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257345', 'Title': 'Cohorts And Companions', 'Authors': ['Paizo Staff'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3577,1601254458,1601254458.jpg,Pathfinder Roleplaying Game Player Character Folio,Jason Bulmahn,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601254450', 'Title': 'Pathfinder Roleplaying Game Player Character Folio', 'Authors': ['Jason Bulmahn'], 'Publisher': 'Paizo Pub Llc', 'Year': '2012', 'Language': 'en'}"
3578,1601257317,1601257317.jpg,Pathfinder Player Companion: Familiar Folio (Pathfinder Adventure Path),Paizo Publishing,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257314', 'Title': 'Pathfinder Player Companion: Familiar Folio', 'Authors': ['Paizo Staff'], 'Publisher': 'Paizo Pub Llc', 'Year': '2015', 'Language': 'en'}"
3579,1601258089,1601258089.jpg,Pathfinder Adventure Path: Hell's Rebels Part 6 - Breaking the Bones of Hell,Amber E. Scott,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601258083', 'Title': ""Pathfinder Adventure Path - Breaking The Bones Of Hell (Hell's Rebels 6 Of 6)"", 'Authors': ['Amber E. Scott'], 'Publisher': '', 'Year': '2016', 'Language': 'en'}"
3580,1601257686,1601257686.jpg,Pathfinder Adventure Path: Hell's Rebels Part 1 - In Hell's Bright Shadow,Crystal Fraiser,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257680', 'Title': ""Hell's Rebels - Adventure Path"", 'Authors': [''], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
3581,160125718X,160125718X.jpg,Pathfinder Pawns: Giantslayer Pawn Collection,Rob McCreary,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257185', 'Title': 'Pathfinder Pawns - Giantslayer Pawn Collection', 'Authors': ['Rob McCreary'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3582,1601257473,1601257473.jpg,Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 2 - Sword of Valor,Mike Selinker,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257475', 'Title': 'Pathfinder Adventure Card Game: Wrath Of The Righteous Adventure Deck 2 - Sword Of Valor', 'Authors': ['Mike Selinker'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3583,1601256698,1601256698.jpg,Pathfinder Pawns Base Assortment,Paizo Publishing,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601256690', 'Title': 'Pathfinder Pawns Base Assortment', 'Authors': ['Paizo Publishing'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
3584,1601257058,1601257058.jpg,Pathfinder Player Companion: Ranged Tactics Toolbox,David N. Ross,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257055', 'Title': 'Ranged Tactics Toolbox', 'Authors': ['Paizo Publishing'], 'Publisher': 'Paizo Pub Llc', 'Year': '2014', 'Language': 'en'}"
3585,1601257740,1601257740.jpg,Pathfinder Flip-Mat Classics: Village Square,Corey Macourek,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257741', 'Title': 'Pathfinder Flip-Mat Classics - Village Square', 'Authors': ['Corey Macourek', 'Stephen Radney-Macfarland'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3586,1601257716,1601257716.jpg,Pathfinder Flip-Mat Classics: Tavern,Stephen Radney-Macfarland,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257710', 'Title': 'Pathfinder Flip-Mat Classics - Tavern', 'Authors': ['Stephen Radney-Macfarland', 'Corey Macourek'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3587,1601258186,1601258186.jpg,Pathfinder Adventure Path: Hell's Vengeance 1 of 6-The Hellfire Compact,F. Wesley Schneider,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601258182', 'Title': ""Pathfinder Adventure Path - Hell's Vengeance: The Hellfire Compact"", 'Authors': ['F. Wesley Schneider'], 'Publisher': 'Paizo Publishng Incorporated', 'Year': '2016', 'Language': 'en'}"
3588,1601258003,1601258003.jpg,Pathfinder Adventure Path: Hell's Rebels Part 5 - The Kintargo Contract,Jim Groves,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601258007', 'Title': 'Pathfinder Adventure Path - The Kintargo Contract', 'Authors': ['Paizo Inc. Staff', 'Jim Groves'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
3589,1601257856,1601257856.jpg,Pathfinder Player Companion: Occult Origins,Paizo Staff,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257857', 'Title': 'Pathfinder Player Companion', 'Authors': ['Paizo Staff'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3590,1601257953,1601257953.jpg,Pathfinder Adventure Path: Hell's Rebels 4 of 6-A Song of Silver (Pathfinder Roleplaying Game),James Jacobs,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257956', 'Title': ""Pathfinder Adventure Path: Hell's Rebels 4 Of 6-A Song Of Silver"", 'Authors': ['James Jacobs'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3591,1601257767,1601257767.jpg,Pathfinder Flip-Mat Classics: Swamp,Corey Macourek,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257765', 'Title': 'Pathfinder Flip-Mat Classics - Swamp', 'Authors': ['Corey Macourek', 'Stephen Radney-MacFarland'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3592,1601257090,1601257090.jpg,Pathfinder Pawns: Inner Sea Pawn Box,Paizo Publishing,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257093', 'Title': 'Inner Sea Pawn Box', 'Authors': ['Paizo', 'Paizo Publishing'], 'Publisher': 'Paizo Pub Llc', 'Year': '2015', 'Language': 'en'}"
3593,1601257872,1601257872.jpg,Pathfinder Campaign Setting: Distant Shores Gazetteer (Pathfinder Roleplaying Game),,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601257871', 'Title': 'Pathfinder Campaign Setting - Distant Shores Gazetteer', 'Authors': ['Paizo Staff'], 'Publisher': 'Paizo, Incorporated', 'Year': '2015', 'Language': 'en'}"
3594,160125492X,160125492X.jpg,Pathfinder Adventure Path: Reign of Winter Part 1 - The Snows of Summer,Neil Spicer,24,Science Fiction & Fantasy,"{'ISBN-13': '9781601254924', 'Title': 'Pathfinder Adventure Path 67 - The Snows Of Summer (Reign Of Winter 1 Of 6)', 'Authors': ['Neil Spicer'], 'Publisher': 'Paizo Pub Llc', 'Year': '2013', 'Language': 'en'}"
